实验编号,实验日期,实验员,关联项目,目标产品,实验类型,多元醇类型,多元醇用量(份),异氰酸酯类型,NCO/OH摩尔比R,扩链剂类型,扩链剂用量(份),催化剂种类,催化剂用量(%),抗水解剂用量(%),亲水扩链剂DMPA用量(%),溶剂体系,目标固含量(%),预聚温度(℃),预聚时间(h),扩链温度(℃),搅拌转速(rpm),实测NCO%,实测固含量(%),实测粘度(mPa·s),外观,结论,是否达标,备注
EXP-2024-0499,2024-10-28,周涛,—,HD-N402,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.183,HDO,21.3,SnOct(辛酸亚锡),0.063,1.0,,无,100.0,81,1.6,64,100,4.84,100.0,5542,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0500,2026-02-26,何斌,—,HD-N402,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.17,EG,14.1,DBTDL(二月桂酸二丁基锡),0.018,0.5,,无,100.0,78,1.5,72,60,4.34,100.6,5593,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0501,2025-05-03,赵敏,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.134,EG,12.7,TEDA(三乙烯二胺),0.036,0,,无,100.0,78,1.7,68,100,3.75,101.3,5324,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2026-0502,2026-07-17,何斌,—,HD-N402,工艺优化,聚己内酯二醇(PCL-2000),100,MDI,1.074,HDO,8.2,DBTDL(二月桂酸二丁基锡),0.011,0.5,,无,100.0,80,1.7,65,100,2.39,100.4,5105,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0503,2025-12-19,郭燕,—,HD-N402,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.095,BDO,10.6,SnOct(辛酸亚锡),0.079,1.0,,无,100.0,76,2.7,56,100,2.89,101.0,5530,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0504,2024-11-30,郑凯,—,HD-N402,对比验证,聚丙二醇(PPG-2000),100,TDI-80,1.229,BDO,26.9,DBTDL(二月桂酸二丁基锡),0.037,1.0,,无,100.0,74,2.6,67,120,5.64,99.4,4392,微浊,粘度异常，复测并排查水分,未达标,
EXP-2025-0505,2025-04-23,何斌,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.099,EG,9.5,DBTDL(二月桂酸二丁基锡),0.079,0,,无,100.0,81,1.9,69,100,2.82,98.2,5038,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0506,2026-01-03,王芳,—,HD-N403,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.182,EG,20.3,TEDA(三乙烯二胺),0.077,0,,无,100.0,81,2.7,72,60,4.79,101.6,5571,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2024-0507,2024-09-16,朱军,—,HD-N403,DOE,聚碳酸酯二醇(PCDL-2000),100,HDI,1.15,BDO,13.2,DBTDL(二月桂酸二丁基锡),0.022,0.5,,无,100.0,79,3.4,73,80,4.08,99.6,5619,微浊,粘度异常，复测并排查水分,部分达标,
EXP-2025-0508,2025-08-04,陈立,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.117,BDO,9.5,DBTDL(二月桂酸二丁基锡),0.027,0,,无,100.0,72,2.0,66,120,3.23,99.9,5674,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0509,2024-09-22,何斌,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.082,EG,8.2,SnOct(辛酸亚锡),0.038,1.0,,无,100.0,73,3.2,64,60,2.56,101.2,5450,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2024-0510,2024-09-17,郭燕,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,H12MDI,1.093,HDO,8.7,SnOct(辛酸亚锡),0.066,0,,无,100.0,73,3.0,75,120,2.72,100.2,6306,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2026-0511,2026-07-01,朱军,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.115,EG,10.5,TEDA(三乙烯二胺),0.057,0,,无,100.0,74,3.0,67,100,3.21,99.4,5849,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0512,2025-05-13,李强,—,HD-N403,DOE,聚碳酸酯二醇(PCDL-2000),100,MDI,1.143,EG,13.2,SnOct(辛酸亚锡),0.045,1.5,,无,100.0,72,1.9,66,100,4.23,99.5,5974,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2026-0513,2026-06-13,郑凯,—,HD-N403,放大确认,聚碳酸酯二醇(PCDL-2000),100,MDI,1.116,HDO,10.0,TEDA(三乙烯二胺),0.058,1.5,,无,100.0,74,2.4,62,120,3.3,100.4,5748,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0514,2025-04-22,陈立,—,HD-N403,对比验证,聚碳酸酯二醇(PCDL-2000),100,IPDI,1.143,EG,11.9,DBTDL(二月桂酸二丁基锡),0.067,1.5,,无,100.0,83,3.4,59,120,3.86,101.0,5716,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0515,2025-08-02,陈立,—,HD-N403,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.137,EG,16.4,TEDA(三乙烯二胺),0.05,0,,无,100.0,81,1.6,61,80,3.53,101.0,5694,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0516,2025-11-22,郭燕,—,HD-N403,对比验证,聚碳酸酯二醇(PCDL-2000),100,MDI,1.168,BDO,16.7,TEDA(三乙烯二胺),0.021,0.5,,无,100.0,80,2.5,67,100,4.25,100.5,5884,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0517,2025-08-27,孙丽,—,HD-N403,DOE,聚碳酸酯二醇(PCDL-2000),100,MDI,1.137,BDO,15.3,DBTDL(二月桂酸二丁基锡),0.072,1.5,,无,100.0,76,3.1,55,120,3.55,100.6,6053,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0518,2025-09-04,孙丽,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.152,HDO,15.7,TEDA(三乙烯二胺),0.023,0.5,,无,100.0,83,3.2,65,60,3.94,100.5,6522,微浊,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0519,2024-12-24,周涛,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.074,BDO,6.2,TEDA(三乙烯二胺),0.059,1.0,,无,100.0,76,1.8,73,80,2.3,99.7,6483,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2024-0520,2024-12-24,周涛,—,HD-N403,对比验证,聚碳酸酯二醇(PCDL-2000),100,MDI,1.097,BDO,8.4,SnOct(辛酸亚锡),0.047,1.0,,无,100.0,74,3.0,60,60,2.97,98.5,6010,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0521,2025-06-04,陈立,—,HD-N403,工艺优化,聚碳酸酯二醇(PCDL-2000),100,MDI,1.225,BDO,20.7,TEDA(三乙烯二胺),0.048,1.0,,无,100.0,72,2.7,56,60,6.09,99.3,5065,微浊,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0522,2025-03-27,赵敏,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.136,HDO,12.9,TEDA(三乙烯二胺),0.029,0,,无,100.0,76,3.3,62,80,3.66,99.4,5244,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2026-0523,2026-02-10,赵敏,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.151,BDO,16.6,SnOct(辛酸亚锡),0.067,1.0,,无,100.0,73,1.9,68,80,4.25,100.0,5539,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0524,2025-03-15,赵敏,—,HD-N403,放大确认,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,MDI,1.071,BDO,6.0,DBTDL(二月桂酸二丁基锡),0.023,1.0,,无,100.0,80,3.2,60,60,2.3,101.2,5049,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0525,2024-11-22,周涛,—,HD-N403,配方筛选,聚碳酸酯二醇(PCDL-2000),100,MDI,1.093,BDO,9.4,TEDA(三乙烯二胺),0.064,0,,无,100.0,74,3.3,74,60,2.76,100.2,5793,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2026-0526,2026-05-26,孙丽,—,HD-N403,工艺优化,聚碳酸酯二醇(PCDL-2000),100,MDI,1.16,BDO,12.8,DBTDL(二月桂酸二丁基锡),0.055,0,,无,100.0,82,1.7,70,120,4.15,99.3,5999,微浊,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0527,2025-01-06,周涛,RD-2025-007,HD-N404,对比验证,聚丙二醇(PPG-2000),100,MDI,1.136,BDO,13.6,SnOct(辛酸亚锡),0.038,0,,无,100.0,85,3.1,71,80,3.66,99.2,4667,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0528,2025-07-10,何斌,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,IPDI,1.159,HDO,17.4,TEDA(三乙烯二胺),0.021,0,,无,100.0,81,2.0,61,60,4.24,101.2,4443,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0529,2025-06-16,赵敏,RD-2025-007,HD-N404,DOE,聚丙二醇(PPG-2000),100,MDI,1.133,EG,12.4,SnOct(辛酸亚锡),0.01,1.0,,无,100.0,84,2.5,73,100,3.84,99.3,4277,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2024-0530,2024-10-01,周涛,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,MDI,1.133,EG,13.4,DBTDL(二月桂酸二丁基锡),0.078,1.0,,无,100.0,74,3.5,57,100,3.54,98.6,4916,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0531,2025-10-02,李强,RD-2025-007,HD-N404,DOE,聚丙二醇(PPG-2000),100,MDI,1.157,BDO,12.8,DBTDL(二月桂酸二丁基锡),0.077,0,,无,100.0,76,1.7,64,80,4.22,99.5,5316,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0532,2025-01-12,周涛,RD-2025-007,HD-N404,配方筛选,聚丙二醇(PPG-2000),100,MDI,1.069,EG,7.2,SnOct(辛酸亚锡),0.047,0.5,,无,100.0,81,1.7,61,80,2.21,98.9,3940,无色透明,粘度异常，复测并排查水分,未达标,
EXP-2024-0533,2024-10-29,郑凯,RD-2025-007,HD-N404,DOE,聚丙二醇(PPG-2000),100,IPDI,1.126,BDO,10.7,SnOct(辛酸亚锡),0.022,1.0,,无,100.0,73,2.6,75,80,3.44,99.8,5401,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2026-0534,2026-06-12,王芳,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,MDI,1.121,HDO,10.7,TEDA(三乙烯二胺),0.013,0.5,,无,100.0,73,2.3,60,120,3.41,99.5,4739,微浊,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2025-0535,2025-10-22,朱军,RD-2025-007,HD-N404,对比验证,聚丙二醇(PPG-2000),100,H12MDI,1.165,HDO,14.8,SnOct(辛酸亚锡),0.06,1.5,,无,100.0,84,3.2,67,120,4.44,99.4,4291,微黄透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0536,2025-10-28,林霞,RD-2025-007,HD-N404,对比验证,聚丙二醇(PPG-2000),100,MDI,1.192,EG,20.0,TEDA(三乙烯二胺),0.049,0,,无,100.0,83,1.8,66,120,5.1,99.8,4528,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,
EXP-2025-0537,2025-07-01,何斌,RD-2025-007,HD-N404,配方筛选,聚丙二醇(PPG-2000),100,MDI,1.113,BDO,12.7,DBTDL(二月桂酸二丁基锡),0.056,0,,无,100.0,78,3.2,73,120,3.36,100.9,4941,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,部分达标,
EXP-2025-0538,2025-08-02,陈立,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,MDI,1.185,HDO,21.4,SnOct(辛酸亚锡),0.067,0,,无,100.0,77,3.5,57,100,4.47,100.6,4741,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0539,2026-08-16,赵敏,RD-2025-007,HD-N404,配方筛选,聚丙二醇(PPG-2000),100,TDI-80,1.083,EG,6.9,TEDA(三乙烯二胺),0.019,0,,无,100.0,85,3.5,57,100,2.57,100.7,4418,无色透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2026-0540,2026-05-01,王芳,RD-2025-007,HD-N404,对比验证,聚丙二醇(PPG-2000),100,MDI,1.191,BDO,15.3,DBTDL(二月桂酸二丁基锡),0.071,0,,无,100.0,74,2.0,71,120,5.32,100.7,5137,微黄透明,模量偏离目标窗口，需调整R值或多元醇,未达标,
EXP-2024-0541,2024-09-30,郭燕,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,MDI,1.172,EG,15.3,TEDA(三乙烯二胺),0.064,0,,无,100.0,84,2.2,74,120,4.5,100.1,5391,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0542,2025-06-05,陈立,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,MDI,1.153,HDO,13.6,TEDA(三乙烯二胺),0.06,0.5,,无,100.0,73,2.0,63,120,4.39,100.2,5218,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0543,2025-05-30,林霞,RD-2025-007,HD-N404,DOE,聚丙二醇(PPG-2000),100,MDI,1.08,BDO,8.0,SnOct(辛酸亚锡),0.058,0,,无,100.0,83,3.4,69,80,2.5,100.1,4697,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2024-0544,2024-12-11,周涛,RD-2025-007,HD-N404,对比验证,聚丙二醇(PPG-2000),100,MDI,1.12,BDO,11.3,DBTDL(二月桂酸二丁基锡),,0,,无,100.0,79,1.7,66,100,3.46,100.7,4087,微黄透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,记录缺失(原始纸质记录污损)
EXP-2025-0545,2025-02-23,何斌,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,MDI,1.126,BDO,12.1,TEDA(三乙烯二胺),0.067,1.0,,无,100.0,83,1.7,65,120,3.45,98.5,4726,微黄透明,粘度异常，复测并排查水分,未达标,
EXP-2025-0546,2025-12-17,赵敏,RD-2025-007,HD-N404,工艺优化,聚丙二醇(PPG-2000),100,MDI,1.097,BDO,8.4,DBTDL(二月桂酸二丁基锡),0.078,1.5,,无,100.0,77,2.9,55,100,2.78,99.8,5466,无色透明,粘度异常，复测并排查水分,部分达标,
EXP-2025-0547,2025-01-17,陈立,RD-2025-007,HD-N404,配方筛选,聚丙二醇(PPG-2000),100,H12MDI,1.098,EG,8.5,DBTDL(二月桂酸二丁基锡),,1.5,,无,100.0,79,1.8,66,80,2.69,100.8,4272,无色透明,耐水解不足，考虑换PCDL或加抗水解剂,未达标,记录缺失(原始纸质记录污损)
EXP-2025-0548,2025-02-04,吴静,RD-2025-007,HD-N404,配方筛选,聚丙二醇(PPG-2000),100,HDI,1.178,HDO,18.5,TEDA(三乙烯二胺),0.037,1.0,,无,100.0,82,2.8,58,80,4.6,100.2,4729,无色透明,模量偏离目标窗口，需调整R值或多元醇,部分达标,
EXP-2026-0549,2026-05-28,郑凯,—,HD-T501,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.094,EG,10.5,SnOct(辛酸亚锡),0.066,0,,无(熔融法),100.0,88,1.6,,120,,100.1,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0550,2024-09-11,孙丽,—,HD-T501,工艺优化,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.05,BDO,5.8,DBTDL(二月桂酸二丁基锡),0.071,0,,无(熔融法),100.0,85,2.2,,100,,99.9,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0551,2024-10-26,何斌,—,HD-T501,对比验证,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.095,EG,8.0,DBTDL(二月桂酸二丁基锡),0.051,1.5,,无(熔融法),100.0,81,1.8,,80,,100.6,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0552,2025-11-19,周涛,—,HD-T501,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,IPDI,1.06,EG,5.3,TEDA(三乙烯二胺),0.054,0,,无(熔融法),100.0,93,2.0,,60,,100.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0553,2026-05-13,何斌,—,HD-T501,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.024,BDO,2.4,DBTDL(二月桂酸二丁基锡),0.044,0,,无(熔融法),100.0,82,2.0,,120,,99.5,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0554,2026-03-28,李强,—,HD-T501,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.044,HDO,4.1,DBTDL(二月桂酸二丁基锡),0.012,1.0,,无(熔融法),100.0,82,1.7,,60,,100.3,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0555,2025-06-26,郭燕,—,HD-T501,对比验证,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.032,EG,2.7,TEDA(三乙烯二胺),0.024,1.0,,无(熔融法),100.0,88,2.0,,60,,99.4,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0556,2025-06-27,王芳,—,HD-T501,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.029,EG,3.4,SnOct(辛酸亚锡),0.064,1.0,,无(熔融法),100.0,87,2.9,,60,,99.3,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0557,2024-09-02,林霞,—,HD-T501,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.11,EG,11.6,DBTDL(二月桂酸二丁基锡),0.026,0,,无(熔融法),100.0,81,3.1,,80,,99.3,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0558,2025-01-28,郭燕,—,HD-T501,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.118,HDO,10.0,TEDA(三乙烯二胺),0.019,1.0,,无(熔融法),100.0,81,2.5,,120,,99.6,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0559,2025-01-04,郭燕,—,HD-T501,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.048,HDO,5.7,SnOct(辛酸亚锡),0.034,0.5,,无(熔融法),100.0,80,3.2,,100,,100.0,,微浊,配方满足目标窗口，建议放大,达标,
EXP-2025-0560,2025-10-06,赵敏,—,HD-T501,配方筛选,聚四氢呋喃醚二醇(PTMEG-2000),100,MDI,1.04,BDO,3.3,SnOct(辛酸亚锡),0.051,0,,无(熔融法),100.0,87,1.9,,60,,99.5,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0561,2024-10-01,何斌,—,HD-T502,DOE,聚己内酯二醇(PCL-2000),100,IPDI,1.074,BDO,7.1,DBTDL(二月桂酸二丁基锡),0.03,1.5,,无(熔融法),100.0,83,3.3,,80,,100.5,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0562,2026-07-03,郭燕,—,HD-T502,DOE,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,IPDI,1.025,BDO,2.6,DBTDL(二月桂酸二丁基锡),0.039,0,,无(熔融法),100.0,90,1.8,,100,,100.3,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0563,2024-10-19,周涛,—,HD-T502,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.07,BDO,6.1,DBTDL(二月桂酸二丁基锡),0.04,1.5,,无(熔融法),100.0,84,2.3,,100,,99.9,,微浊,配方满足目标窗口，建议放大,达标,
EXP-2026-0564,2026-04-29,王芳,—,HD-T502,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.09,HDO,8.2,SnOct(辛酸亚锡),0.038,1.0,,无(熔融法),100.0,91,3.4,,100,,99.6,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0565,2024-09-19,朱军,—,HD-T502,工艺优化,聚己内酯二醇(PCL-2000),100,MDI,1.086,HDO,7.6,DBTDL(二月桂酸二丁基锡),0.026,0,,无(熔融法),100.0,93,2.0,,100,,98.9,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0566,2025-09-13,何斌,—,HD-T502,工艺优化,聚碳酸酯二醇(PCDL-2000),100,MDI,1.045,BDO,4.8,DBTDL(二月桂酸二丁基锡),0.056,0,,无(熔融法),100.0,90,2.9,,120,,99.9,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0567,2024-10-01,李强,—,HD-T502,对比验证,聚己内酯二醇(PCL-2000),100,MDI,1.036,BDO,3.1,SnOct(辛酸亚锡),0.08,1.5,,无(熔融法),100.0,88,2.5,,100,,99.9,,微浊,配方满足目标窗口，建议放大,达标,
EXP-2025-0568,2025-02-14,王芳,—,HD-T502,配方筛选,聚己内酯二醇(PCL-2000),100,IPDI,1.086,BDO,9.8,SnOct(辛酸亚锡),0.026,1.0,,无(熔融法),100.0,87,1.6,,60,,99.7,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0569,2025-04-26,朱军,—,HD-T502,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.109,HDO,12.5,TEDA(三乙烯二胺),0.024,1.0,,无(熔融法),100.0,91,1.9,,120,,100.8,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0570,2025-03-06,何斌,—,HD-T502,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.043,EG,5.1,TEDA(三乙烯二胺),0.021,0,,无(熔融法),100.0,85,3.4,,80,,100.6,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2024-0571,2024-11-15,郑凯,—,HD-T502,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.064,BDO,6.7,SnOct(辛酸亚锡),0.075,0,,无(熔融法),100.0,82,3.3,,100,,100.4,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0572,2025-09-09,陈立,—,HD-T502,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.046,HDO,3.8,DBTDL(二月桂酸二丁基锡),0.042,1.0,,无(熔融法),100.0,86,3.3,,120,,99.6,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0573,2025-07-04,赵敏,—,HD-T503,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.106,BDO,10.6,SnOct(辛酸亚锡),0.043,0.5,,无(熔融法),100.0,90,2.8,,120,,99.1,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0574,2026-01-30,郭燕,—,HD-T503,对比验证,聚己内酯二醇(PCL-2000),100,MDI,1.102,EG,8.4,SnOct(辛酸亚锡),0.013,0.5,,无(熔融法),100.0,86,3.3,,100,,99.7,,微浊,配方满足目标窗口，建议放大,达标,
EXP-2025-0575,2025-03-29,吴静,—,HD-T503,DOE,聚己内酯二醇(PCL-2000),100,MDI,1.08,EG,8.1,DBTDL(二月桂酸二丁基锡),0.032,0,,无(熔融法),100.0,82,1.6,,100,,100.2,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0576,2025-12-26,赵敏,—,HD-T503,配方筛选,聚丙二醇(PPG-2000),100,MDI,1.088,BDO,10.0,SnOct(辛酸亚锡),0.035,1.0,,无(熔融法),100.0,84,1.5,,100,,99.6,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0577,2026-02-04,孙丽,—,HD-T503,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.023,HDO,2.5,DBTDL(二月桂酸二丁基锡),0.062,0,,无(熔融法),100.0,94,3.2,,80,,100.1,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0578,2025-11-05,孙丽,—,HD-T503,对比验证,聚己内酯二醇(PCL-2000),100,MDI,1.078,BDO,6.7,TEDA(三乙烯二胺),0.032,1.0,,无(熔融法),100.0,81,1.9,,60,,99.5,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0579,2025-02-14,王芳,—,HD-T503,对比验证,聚己内酯二醇(PCL-2000),100,H12MDI,1.061,BDO,5.9,TEDA(三乙烯二胺),0.058,0,,无(熔融法),100.0,90,2.5,,60,,100.3,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0580,2025-07-03,孙丽,—,HD-T503,工艺优化,"聚己二酸-1,4-丁二醇酯二醇(PBA-2000)",100,MDI,1.107,BDO,9.9,TEDA(三乙烯二胺),0.057,0.5,,无(熔融法),100.0,84,2.7,,120,,100.0,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0581,2026-02-26,李强,—,HD-T503,配方筛选,聚己内酯二醇(PCL-2000),100,MDI,1.082,EG,8.4,TEDA(三乙烯二胺),0.049,0.5,,无(熔融法),100.0,85,3.2,,60,,99.8,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0582,2026-06-13,孙丽,—,HD-T503,对比验证,聚己内酯二醇(PCL-2000),100,MDI,1.109,HDO,12.1,SnOct(辛酸亚锡),0.08,0,,无(熔融法),100.0,81,2.0,,60,,100.7,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0583,2025-02-26,郭燕,—,HD-T503,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.09,EG,8.5,TEDA(三乙烯二胺),0.023,0,,无(熔融法),100.0,86,2.6,,80,,100.0,,微黄透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0584,2025-05-06,孙丽,—,HD-T503,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.089,BDO,8.1,DBTDL(二月桂酸二丁基锡),0.065,0,,无(熔融法),100.0,89,3.0,,100,,101.4,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0585,2025-10-09,郑凯,—,HD-T504,DOE,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.033,BDO,3.5,TEDA(三乙烯二胺),0.032,1.0,,无(熔融法),100.0,80,3.4,,60,,100.8,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0586,2026-01-03,吴静,—,HD-T504,对比验证,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.06,BDO,5.3,TEDA(三乙烯二胺),0.022,0.5,,无(熔融法),100.0,85,3.1,,60,,99.8,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0587,2026-05-07,吴静,—,HD-T504,工艺优化,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.097,BDO,8.2,SnOct(辛酸亚锡),0.014,1.5,,无(熔融法),100.0,95,3.3,,80,,101.1,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2025-0588,2025-04-06,王芳,—,HD-T504,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,IPDI,1.106,EG,11.4,SnOct(辛酸亚锡),0.06,1.5,,无(熔融法),100.0,81,3.2,,60,,100.1,,无色透明,配方满足目标窗口，建议放大,达标,
EXP-2026-0589,2026-06-13,孙丽,—,HD-T504,配方筛选,聚己二酸乙二醇酯二醇(PEA-2000),100,MDI,1.037,EG,3.0,DBTDL(二月桂酸二丁基锡),0.056,0.5,,无(熔融法),100.0,82,1.6,,120,,99.8,,微黄透明,配方满足目标窗口，建议放大,达标,
